"Codigo","Descricao","dataInicioVigencia","dataFimVigencia","tipoAtoLegal","orgaoAtoLegal","numeroAtoLegal","anoAtoLegal"
"0303.13.00","-- SalmÃ£o-do-atlÃ¢ntico (<i>Salmo salar</i>) e salmÃ£o-do-danÃºbio (<i>Hucho hucho</i>)",,,,,,
"0303.14.00","-- Trutas (<i>Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache</i> e <i>Oncorhynchus chrysogaster</i>)",,,,,,
"0303.19.00","-- Outros",,,,,,
"0303.2","- TilÃ¡pias (<i>Oreochromis</i> spp.), bagres (peixes-gato*) (<i>Pangasius</i> spp.<i>, Silurus</i> spp.<i>, Clarias</i> spp.<i>, Ictalurus</i> spp.), carpas (<i>Cyprinus</i> spp.<i>, Carassius</i> spp.<i>, Ctenopharyngodon idellus, Hypophthalmichthys</i> spp.<i>, Cirrhinus</i> spp.<i>, Mylopharyngodon piceus, Catla catla, Labeo</i> spp.<i>, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama</i> spp.), enguias (<i>Anguilla</i> spp.), perca-do-nilo (<i>Lates niloticus</i>) e peixes cabeÃ§a-de-serpente (<i>Channa</i> spp.), exceto subprodutos comestÃ­veis de peixes das subposiÃ§Ãµes 0303.91 a 0303.99:",,,,,,
"0303.23.00","-- TilÃ¡pias (<i>Oreochromis</i> spp.)",,,,,,
"0303.24","-- Bagres (Peixes-gato*) (<i>Pangasius</i> spp.<i>, Silurus</i> spp.<i>, Clarias</i> spp.<i>, Ictalurus</i> spp.)",,,,,,
"0303.24.10","Bagre americano (<i>Ictalurus punctatus</i>)",,,,,,
"0303.24.90","Outros",,,,,,
"0303.25.00","-- Carpas (<i>Cyprinus</i> spp.<i>, Carassius</i> spp.<i>, Ctenopharyngodon idellus, Hypophthalmichthys</i> spp.<i>, Cirrhinus</i> spp.<i>, Mylopharyngodon piceus, Catla catla, Labeo</i> spp.<i>, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama</i> spp.)",,,,,,
"0303.26.00","-- Enguias (<i>Anguilla</i> spp.)",,,,,,
"0303.29.00","-- Outros",,,,,,
"0303.3","- Peixes chatos (<i>Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae</i> e <i>Citharidae</i>), exceto subprodutos comestÃ­veis de peixes das subposiÃ§Ãµes 0303.91 a 0303.99:",,,,,,
"0303.31.00","-- Linguados-gigantes (Alabotes*) (<i>Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis</i>)",,,,,,
"0303.32.00","-- Solha (<i>Pleuronectes platessa</i>)",,,,,,
"0303.33.00","-- Linguados (<i>Solea</i> spp.)",,,,,,
"0303.34.00","-- Pregado (<i>Psetta maxima</i>)",,,,,,
"0303.39.00","-- Outros",,,,,,
"0303.4","- Atuns (do gÃªnero <i>Thunnus</i>), bonito-listrado (gaiado*) (<i>Katsuwonus pelamis</i>), exceto subprodutos comestÃ­veis de peixes das subposiÃ§Ãµes 0303.91 a 0303.99:",,,,,,
"0303.41.00","-- Albacora-branca (atum) (<i>Thunnus alalunga</i>)",,,,,,
"0303.42.00","-- Albacora-laje (atum) (<i>Thunnus albacares</i>)",,,,,,
"0303.43.00","-- Bonito-listrado (Gaiado*) (<i>Katsuwonus pelamis</i>)",,,,,,
"0303.44.00","-- Albacora-bandolim (atum) (<i>Thunnus obesus</i>)",,,,,,
"0303.45.00","-- Atuns-azuis (atuns) (<i>Thunnus thynnus, Thunnus orientalis</i>)",,,,,,
"0303.46.00","-- Atum-azul do sul (atum) (<i>Thunnus maccoyii</i>)",,,,,,
"0303.49.00","-- Outros",,,,,,
"0303.5","- Arenques (<i>Clupea harengus, Clupea pallasii</i>), anchovas (biqueirÃµes*) (<i>Engraulis</i> spp.), sardinhas (<i>Sardina pilchardus, Sardinops</i> spp.<i>, Sardinella</i> spp.) (sardinha (<i>Sardina pilchardus</i>) e sardinelas (<i>Sardinops</i> spp., <i>Sardinella</i> spp.)*), anchoveta (espadilha*) (<i>Sprattus sprattus</i>), cavalinhas (sardas e cavalas*) (<i>Scomber scombrus, Scomber australasicus, Scomber japonicus</i>), cavalas-do-Ã­ndico (<i>Rastrelliger</i> spp.), serras (<i>Scomberomorus</i> spp.), carapaus (<i>Trachurus</i> spp.), xarÃ©us (<i>Caranx</i> spp.), bijupirÃ¡ (cobia*) (<i>Rachycentron canadum</i>), pampos-prateado (<i>Pampus</i> spp.), agulhÃ£o-do-japÃ£o (<i>Cololabis saira</i>), charros (<i>Decapterus</i> spp.), capelim (<i>Mallotus villosus</i>), espadarte (<i>Xiphias gladius</i>), merma-oriental (<i>Euthynnus affinis</i>), bonitos (<i>Sarda</i> spp.), espadins, marlins, veleiros (<i>Istiophoridae</i>), exceto subprodutos comestÃ­veis de peixes das subposiÃ§Ãµes 0303.91 a 0303.99:",,,,,,
"0303.51.00","-- Arenques (<i>Clupea harengus, Clupea pallasii</i>)",,,,,,
"0303.53.00","-- Sardinhas (<i>Sardina pilchardus, Sardinops</i> spp.<i>, Sardinella</i> spp.) (Sardinha (<i>Sardina pilchardus</i>) e sardinelas (<i>Sardinops</i> spp.,<i> </i><i>Sardinella</i> spp.)*), anchoveta (espadilha*) (<i>Sprattus sprattus</i>)",,,,,,
"0303.54.00","-- Cavalinhas (Sardas e cavalas*) (<i>Scomber scombrus, Scomber australasicus, Scomber japonicus</i>)",,,,,,
"0303.55.00","-- Carapaus (<i>Trachurus</i> spp.)",,,,,,
"0303.56.00","-- BijupirÃ¡ (Cobia*) (<i>Rachycentron canadum</i>)",,,,,,
"0303.57.00","-- Espadarte (<i>Xiphias gladius</i>)",,,,,,
"0303.59","-- Outros",,,,,,
"0303.59.10","Espadins, marlins, veleiros (<i>Istiophoridae</i>)",,,,,,
"0303.59.20","Anchoita (<i>Engraulis anchoita</i>)",,,,,,
"0303.59.90","Outros",,,,,,
"0303.6","- Peixes das famÃ­lias <i>Bregmacerotidae</i>, <i>Euclichthyidae</i>, <i>Gadidae</i>, <i>Macrouridae</i>, <i>Melanonidae</i>, <i>Merlucciidae</i>, <i>Moridae</i> e <i>Muraenolepididae</i>, exceto subprodutos comestÃ­veis de peixes das subposiÃ§Ãµes 0303.91 a 0303.99:",,,,,,
"0303.63.00","-- Bacalhau-do-atlÃ¢ntico (<i>Gadus morhua</i>), bacalhau-da-groelÃ¢ndia (<i>Gadus ogac</i>) e bacalhau-do-pacÃ­fico (<i>Gadus macrocephalus</i>)",,,,,,
"0303.64.00","-- Hadoque (Arinca*) (<i>Melanogrammus aeglefinus</i>)",,,,,,
"0303.65.00","-- Saithe (Escamudo*) (<i>Pollachius virens</i>)",,,,,,
"0303.66.00","-- Merluzas (Pescadas*) e abrÃ³teas (<i>Merluccius</i> spp., <i>Urophycis</i> spp.)",,,,,,
"0303.67.00","-- Polaca-do-alasca (Escamudo-do-alasca*) (<i>Theragra chalcogramma</i>)",,,,,,
"0303.68.00","-- Verdinhos (<i>Micromesistius poutassou, Micromesistius australis</i>)",,,,,,
"0303.69","-- Outros",,,,,,
"0303.69.10","Merluza rosada (<i>Macruronus magellanicus</i>)",,,,,,
"0303.69.90","Outros",,,,,,
"0303.8","- Outros peixes, exceto subprodutos comestÃ­veis de peixes das subposiÃ§Ãµes 0303.91 a 0303.99:",,,,,,
"0303.81","-- CaÃ§Ã£o e outros tubarÃµes",,,,,,
"0303.81.1","TubarÃ£o-azul (<i>Prionace glauca</i>)",,,,,,
"0303.81.11","Inteiro",,,,,,
"0303.81.12","Eviscerado, sem cabeÃ§a e sem barbatanas",,,,,,
"0303.81.13","Em pedaÃ§os, com pele",,,,,,
"0303.81.14","Em pedaÃ§os, sem pele",,,,,,
"0303.81.19","Outros",,,,,,
"0303.81.90","Outros",,,,,,
"0303.82.00","-- Raias (<i>Rajidae</i>)",,,,,,
"0303.83","-- Merluza negra e merluza antÃ¡rtica (Marlongas*) (<i>Dissostichus</i> spp.)",,,,,,
"0303.83.1","Merluza negra (<i>Dissostichus eleginoides</i>)",,,,,,
"0303.83.11","Evisceradas, sem cabeÃ§a e sem cauda",,,,,,
"0303.83.19","Outras",,,,,,
"0303.83.2","Merluza antÃ¡rtica (<i>Dissostichus mawsoni</i>)",,,,,,
"0303.83.21","Evisceradas, sem cabeÃ§a e sem cauda",,,,,,
"0303.83.29","Outras",,,,,,
"0303.84.00","-- Robalos (<i>Dicentrarchus</i> spp.)",,,,,,
"0303.89","-- Outros",,,,,,
"0303.89.10","Corvina (<i>Micropogonias furnieri</i>)",,,,,,
"0303.89.20","Pescadas (<i>Cynoscion</i> spp.)",,,,,,
"0303.89.3","Pargo (<i>Lutjanus purpureus</i>) e peixe-sapo (<i>Lophius gastrophysus</i>)",,,,,,
"0303.89.32","Pargo (<i>Lutjanus purpureus</i>)",,,,,,
"0303.89.33","Peixe-sapo (<i>Lophius gastrophysus</i>)",,,,,,
"0303.89.4","Cherne-poveiro (<i>Polyprion americanus</i>), garoupas (<i>Acanthistius</i> spp.), tainhas (<i>Mugil</i> spp.), esturjÃµes (<i>Acipenser baerii, Acipenser gueldenstaedtii, Acipenser persicus, Acipenser stellatus</i>), peixes-rei (<i>Atherina</i> spp.) e nototenias (<i>Patagonotothen</i> spp.)",,,,,,
"0303.89.41","Cherne-poveiro (<i>Polyprion americanus</i>)",,,,,,
"0303.89.42","Garoupas (<i>Acanthistius</i> spp.)",,,,,,
"0303.89.43","Tainhas (<i>Mugil</i> spp.)",,,,,,
"0303.89.44","EsturjÃµes (<i>Acipenser baerii, Acipenser gueldenstaedtii, Acipenser persicus, Acipenser stellatus</i>)",,,,,,
"0303.89.45","Peixes-rei (<i>Atherina</i> spp.)",,,,,,
"0303.89.46","Nototenias (<i>Patagonotothen</i> spp.)",,,,,,
"0303.89.5","CurimatÃ£s (<i>Prochilodus</i> spp.), tilÃ¡pias (<i>Tilapia</i> spp.<i>, Sarotherodon</i> spp.<i>, Danakilia</i> spp.; seus hÃ­bridos), surubins (<i>Pseudoplatystoma</i> spp.), traÃ­ra (<i>Hoplias malabaricus & H. cf. lacerdae</i>), piaus (<i>Leporinus</i> spp.) e pirarucu (<i>Arapaima gigas</i>)",,,,,,
"0303.89.51","CurimatÃ£s (<i>Prochilodus</i> spp.)",,,,,,
"0303.89.52","TilÃ¡pias (<i>Tilapia</i> spp.<i>, Sarotherodon</i> spp.<i>, Danakilia</i> spp.; seus hÃ­bridos)",,,,,,
"0303.89.53","Surubins (<i>Pseudoplatystoma</i> spp.)",,,,,,
"0303.89.54","TraÃ­ra (<i>Hoplias malabaricus & H. cf. lacerdae</i>)",,,,,,
"0303.89.55","Piaus (<i>Leporinus</i> spp.)",,,,,,
"0303.89.56","Pirarucu (<i>Arapaima gigas</i>)",,,,,,
"0303.89.6","Piramutaba (<i>Brachyplatystoma vaillantii</i>), dourada (<i>Brachyplatystoma flavicans</i>), pacu (<i>Piaractus mesopotamicus</i>), tambaqui (<i>Colossoma macropomum</i>) e tambacu (hÃ­brido de tambaqui e pacu)",,,,,,
"0303.89.61","Piramutaba (<i>Brachyplatystoma vaillantii</i>)",,,,,,
"0303.89.62","Dourada (<i>Brachyplatystoma flavicans</i>)",,,,,,
"0303.89.63","Pacu (<i>Piaractus mesopotamicus</i>)",,,,,,
"0303.89.64","Tambaqui (<i>Colossoma macropomum</i>)",,,,,,
"0303.89.65","Tambacu (hÃ­brido de tambaqui e pacu)",,,,,,
"0303.89.90","Outros",,,,,,
"0303.9","- FÃ­gados, ovas, gÃ´nadas masculinas, barbatanas, cabeÃ§as, caudas, bexigas-natatÃ³rias e outros subprodutos comestÃ­veis de peixes:",,,,,,
"0303.91","-- FÃ­gados, ovas e gÃ´nadas masculinas",,,,,,
"0303.91.10","Ovas de tainhas (<i>Mugil</i> spp.)",,,,,,
"0303.91.90","Outros",,,,,,
"0303.92.00","-- Barbatanas de tubarÃ£o",,,,,,
"0303.99","-- Outros",,,,,,
"0303.99.10","CabeÃ§as de Merluza negra (<i>Dissostichus eleginoides</i>)",,,,,,
"0303.99.20","CabeÃ§as de Merluza antÃ¡rtica (<i>Dissostichus mawsoni</i>)",,,,,,
"0303.99.90","Outros",,,,,,
"03.04","FilÃ©s (filetes) de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados.",,,,,,
"0304.3","- FilÃ©s (filetes) de tilÃ¡pias (<i>Oreochromis</i> spp.), bagres (peixes-gato*) (<i>Pangasius</i> spp.<i>, Silurus</i> spp.<i>, Clarias</i> spp.<i>, Ictalurus</i> spp.), carpas (<i>Cyprinus</i> spp.<i>, Carassius</i> spp.<i>, Ctenopharyngodon idellus, Hypophthalmichthys</i> spp.<i>, Cirrhinus</i> spp.<i>, Mylopharyngodon piceus, Catla catla, Labeo</i> spp.<i>, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama</i> spp.), enguias (<i>Anguilla</i> spp.), perca-do-nilo (<i>Lates niloticus</i>) e peixes cabeÃ§a-de-serpente (<i>Channa</i> spp.), frescos ou refrigerados:",,,,,,
"0304.31.00","-- TilÃ¡pias (<i>Oreochromis</i> spp.)",,,,,,
"0304.32","-- Bagres (Peixes-gato*) (<i>Pangasius</i> spp.<i>, Silurus</i> spp.<i>, Clarias</i> spp.<i>, Ictalurus</i> spp.)",,,,,,
"0304.32.10","Bagre americano (<i>Ictalurus punctatus</i>)",,,,,,
"0304.32.90","Outros",,,,,,
"0304.33.00","-- Perca-do-nilo (<i>Lates niloticus</i>)",,,,,,
"0304.39.00","-- Outros",,,,,,
"0304.4","- FilÃ©s (filetes) de outros peixes, frescos ou refrigerados:",,,,,,
"0304.41.00","-- SalmÃµes-do-pacÃ­fico (<i>Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou</i> e <i>Oncorhynchus rhodurus</i>), salmÃ£o-do-atlÃ¢ntico (<i>Salmo salar</i>) e salmÃ£o-do-danÃºbio (<i>Hucho hucho</i>)",,,,,,
"0304.42.00","-- Trutas (<i>Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache</i> e <i>Oncorhynchus chrysogaster</i>)",,,,,,
"0304.43.00","-- Peixes chatos (<i>Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae</i> e <i>Citharidae</i>)",,,,,,
"0304.44.00","-- Peixes das famÃ­lias <i>Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae</i> e <i>Muraenolepididae</i>",,,,,,
"0304.45.00","-- Espadarte (<i>Xiphias gladius</i>)",,,,,,
"0304.46.00","-- Merluza negra e merluza antÃ¡rtica (Marlongas*) (<i>Dissostichus</i> spp.)",,,,,,
"0304.47.00","-- CaÃ§Ã£o e outros tubarÃµes",,,,,,
"0304.48.00","-- Raias (<i>Rajidae</i>)",,,,,,
"0304.49","-- Outros",,,,,,
"0304.49.10","Cherne-poveiro (<i>Polyprion americanus</i>)",,,,,,
"0304.49.20","Garoupas (<i>Acanthistius</i> spp.)",,,,,,
"0304.49.90","Outros",,,,,,
"0304.5","- Outros, frescos ou refrigerados:",,,,,,
"0304.51.00","-- TilÃ¡pias (<i>Oreochromis</i> spp.), bagres (peixes-gato*) (<i>Pangasius</i> spp., <i>Silurus</i> spp., <i>Clarias</i> spp., <i>Ictalurus</i> spp.), carpas (<i>Cyprinus</i> spp., <i>Carassius</i> spp., <i>Ctenopharyngodon idellus</i>, <i>Hypophthalmichthys</i> spp., <i>Cirrhinus</i> spp., <i>Mylopharyngodon piceus</i>, <i>Catla catla</i>, <i>Labeo</i> spp., <i>Osteochilus hasselti</i>, <i>Leptobarbus hoeveni</i>, <i>Megalobrama</i> spp.), enguias (<i>Anguilla</i> spp.), perca-do-nilo (<i>Lates niloticus</i>) e peixes cabeÃ§a-de-serpente (<i>Channa</i> spp.)",,,,,,
"0304.52.00","-- SalmonÃ­deos",,,,,,
"0304.53.00","-- Peixes das famÃ­lias <i>Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae</i> e <i>Muraenolepididae</i>",,,,,,
"0304.54.00","-- Espadarte (<i>Xiphias gladius</i>)",,,,,,
"0304.55.00","-- Merluza negra e merluza antÃ¡rtica (Marlongas*) (<i>Dissostichus</i> spp.)",,,,,,
"0304.56.00","-- CaÃ§Ã£o e outros tubarÃµes",,,,,,
"0304.57.00","-- Raias (<i>Rajidae</i>)",,,,,,
"0304.59.00","-- Outros",,,,,,
"0304.6","- FilÃ©s (filetes) de tilÃ¡pias (<i>Oreochromis</i> spp.), bagres (peixes-gato*) (<i>Pangasius</i> spp.<i>, Silurus</i> spp.<i>, Clarias</i> spp.<i>, Ictalurus</i> spp.), carpas (<i>Cyprinus</i> spp.<i>, Carassius</i> spp.<i>, Ctenopharyngodon idellus, Hypophthalmichthys</i> spp.<i>, Cirrhinus</i> spp.<i>, Mylopharyngodon piceus, Catla catla, Labeo</i> spp.<i>, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama</i> spp.), enguias (<i>Anguilla</i> spp.), perca-do-nilo (<i>Lates niloticus</i>) e peixes cabeÃ§a-de-serpente (<i>Channa</i> spp.), congelados:",,,,,,
"0304.61.00","-- TilÃ¡pias (<i>Oreochromis</i> spp.)",,,,,,
"0304.62","-- Bagres (Peixes-gato*) (<i>Pangasius</i> spp.<i>, Silurus</i> spp.<i>, Clarias</i> spp.<i>, Ictalurus</i> spp.)",,,,,,
"0304.62.10","Bagre americano (<i>Ictalurus punctatus</i>)",,,,,,
"0304.62.90","Outros",,,,,,
"0304.63.00","-- Perca-do-nilo (<i>Lates niloticus</i>)",,,,,,
"0304.69.00","-- Outros",,,,,,
"0304.7","- FilÃ©s (filetes) de peixes das famÃ­lias <i>Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae</i> e <i>Muraenolepididae</i>, congelados:",,,,,,
"0304.71.00","-- Bacalhau-do-atlÃ¢ntico (<i>Gadus morhua</i>), bacalhau-da-groelÃ¢ndia (<i>Gadus ogac</i>) e bacalhau-do-pacÃ­fico (<i>Gadus macrocephalus</i>)",,,,,,
"0304.72.00","-- Hadoque (Arinca*) (<i>Melanogrammus aeglefinus</i>)",,,,,,
"0304.73.00","-- Saithe (Escamudo*) (<i>Pollachius virens</i>)",,,,,,
"0304.74.00","-- Merluzas (Pescadas*) e abrÃ³teas (<i>Merluccius</i> spp.<i>, Urophycis</i> spp.)",,,,,,
"0304.75.00","-- Polaca-do-alasca (Escamudo-do-alasca*) (<i>Theragra chalcogramma</i>)",,,,,,
"0304.79.00","-- Outros",,,,,,
"0304.8","- FilÃ©s (filetes) de outros peixes, congelados:",,,,,,
"0304.81.00","-- SalmÃµes-do-pacÃ­fico (<i>Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou</i> e <i>Oncorhynchus rhodurus</i>), salmÃ£o-do-atlÃ¢ntico (<i>Salmo salar</i>) e salmÃ£o-do-danÃºbio (<i>Hucho hucho</i>)",,,,,,
"0304.82.00","-- Trutas (<i>Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache</i> e <i>Oncorhynchus chrysogaster</i>)",,,,,,
"0304.83.00","-- Peixes chatos (<i>Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae</i> e <i>Citharidae</i>)",,,,,,
"0304.84.00","-- Espadarte (<i>Xiphias gladius</i>)",,,,,,
"0304.85","-- Merluza negra e merluza antÃ¡rtica (Marlongas*) (<i>Dissostichus</i> spp.)",,,,,,
"0304.85.10","Merluza negra (<i>Dissostichus eleginoides</i>)",,,,,,
"0304.85.20","Merluza antÃ¡rtica (<i>Dissostichus mawsoni</i>)",,,,,,
"0304.86.00","-- Arenques (<i>Clupea harengus, Clupea pallasii</i>)",,,,,,
"0304.87.00","-- Atuns (do gÃªnero <i>Thunnus</i>), bonito-listrado (gaiado*) (<i>Katsuwonus pelamis</i>)",,,,,,
"0304.88","-- CaÃ§Ã£o e outros tubarÃµes, raias (<i>Rajidae</i>)",,,,,,
"0304.88.10","TubarÃ£o-azul (<i>Prionace glauca</i>)",,,,,,
"0304.88.90","Outros",,,,,,
"0304.89","-- Outros",,,,,,
"0304.89.10","Pargo (<i>Lutjanus purpureus</i>)",,,,,,
"0304.89.20","Cherne-poveiro (<i>Polyprion americanus</i>)",,,,,,
"0304.89.30","Garoupas (<i>Acanthistius</i> spp.)",,,,,,
"0304.89.90","Outros",,,,,,
"0304.9","- Outros, congelados:",,,,,,
"0304.91.00","-- Espadarte (<i>Xiphias gladius</i>)",,,,,,
"0304.92","-- Merluza negra e merluza antÃ¡rtica (Marlongas*) (<i>Dissostichus</i> spp.)",,,,,,
"0304.92.1","Merluza negra (<i>Dissostichus eleginoides</i>)",,,,,,
"0304.92.11","Bochechas (<i>cheeks</i>)",,,,,,
"0304.92.12","Colares (<i>collars</i>)",,,,,,
"0304.92.19","Outros",,,,,,
"0304.92.2","Merluza antÃ¡rtica (<i>Dissostichus mawsoni</i>)",,,,,,
"0304.92.21","Bochechas (<i>cheeks</i>)",,,,,,
"0304.92.22","Colares (<i>collars</i>)",,,,,,
"0304.92.29","Outros",,,,,,
"0304.93.00","-- TilÃ¡pias (<i>Oreochromis</i> spp.), bagres (peixes-gato*) (<i>Pangasius</i> spp.<i>, Silurus</i> spp.<i>, Clarias</i> spp.<i>, Ictalurus</i> spp.), carpas (<i>Cyprinus</i> spp.<i>, Carassius</i> spp.<i>, Ctenopharyngodon idellus, Hypophthalmichthys</i> spp.<i>, Cirrhinus</i> spp.<i>, Mylopharyngodon piceus, Catla catla, Labeo</i> spp.<i>, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama</i> spp.), enguias (<i>Anguilla</i> spp.), perca-do-nilo (<i>Lates niloticus</i>) e peixes cabeÃ§a-de-serpente (<i>Channa</i> spp.)",,,,,,
"0304.94.00","-- Polaca-do-alasca (Escamudo-do-alasca*) (<i>Theragra chalcogramma</i>)",,,,,,
"0304.95.00","-- Peixes das famÃ­lias <i>Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae</i> e <i>Muraenolepididae</i>, exceto a polaca-do-alasca (escamudo-do-alasca*) (<i>Theragra chalcogramma</i>)",,,,,,
"0304.96.00","-- CaÃ§Ã£o e outros tubarÃµes",,,,,,
"0304.97.00","-- Raias (<i>Rajidae</i>)",,,,,,
"0304.99.00","-- Outros",,,,,,
"03.05","Peixes secos, salgados ou em salmoura; peixes defumados (fumados), mesmo cozidos antes ou durante a defumaÃ§Ã£o.",,,,,,
"0305.20","- FÃ­gados, ovas e gÃ´nadas masculinas, de peixes, secos, defumados (fumados), salgados ou em salmoura",,,,,,
"0305.20.10","Ovas de tainhas (<i>Mugil</i> spp.)",,,,,,
"0305.20.90","Outros",,,,,,
"0305.3","- FilÃ©s (filetes) de peixes, secos, salgados ou em salmoura, mas nÃ£o defumados (fumados):",,,,,,
"0305.31.00","-- TilÃ¡pias (<i>Oreochromis</i> spp.), bagres (peixes-gato*) (<i>Pangasius</i> spp.<i>, Silurus</i> spp.<i>, Clarias</i> spp.<i>, Ictalurus</i> spp.), carpas (<i>Cyprinus</i> spp.<i>, Carassius</i> spp.<i>, Ctenopharyngodon idellus, Hypophthalmichthys</i> spp.<i>, Cirrhinus</i> spp.<i>, Mylopharyngodon piceus, Catla catla, Labeo</i> spp.<i>, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama</i> spp.), enguias (<i>Anguilla</i> spp.), perca-do-nilo (<i>Lates niloticus</i>) e peixes cabeÃ§a-de-serpente (<i>Channa</i> spp.)",,,,,,
"0305.32","-- Peixes das famÃ­lias <i>Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae</i> e <i>Muraenolepididae</i>",,,,,,
"0305.32.10","Bacalhau-do-atlÃ¢ntico (<i>Gadus morhua</i>), bacalhau-da-groelÃ¢ndia (<i>Gadus ogac</i>) e bacalhau-do-pacÃ­fico (<i>Gadus macrocephalus</i>)",,,,,,
"0305.32.20","Saithe (<i>Pollachius virens</i>)",,,,,,
"0305.32.30","Ling (<i>Molva molva</i>) e zarbo (<i>Brosme brosme</i>)",,,,,,
"0305.32.90","Outros",,,,,,
"0305.39.00","-- Outros",,,,,,
"0305.4","- Peixes defumados (fumados), mesmo em filÃ©s (filetes), exceto subprodutos comestÃ­veis de peixes:",,,,,,
"0305.41.00","-- SalmÃµes-do-pacÃ­fico (<i>Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou</i> e <i>Oncorhynchus rhodurus</i>), salmÃ£o-do-atlÃ¢ntico (<i>Salmo salar</i>) e salmÃ£o-do-danÃºbio (<i>Hucho hucho</i>)",,,,,,
"0305.42.00","-- Arenques (<i>Clupea harengus, Clupea pallasii</i>)",,,,,,
"0305.43.00","-- Trutas (<i>Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache</i> e <i>Oncorhynchus chrysogaster</i>)",,,,,,
"0305.44.00","-- TilÃ¡pias (<i>Oreochromis</i> spp.), bagres (peixes-gato*) (<i>Pangasius</i> spp.<i>, Silurus</i> spp.<i>, Clarias</i> spp.<i>, Ictalurus</i> spp.), carpas (<i>Cyprinus</i> spp.<i>, Carassius</i> spp.<i>, Ctenopharyngodon idellus, Hypophthalmichthys</i> spp.<i>, Cirrhinus</i> spp.<i>, Mylopharyngodon piceus, Catla catla, Labeo</i> spp.<i>, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama</i> spp.), enguias (<i>Anguilla</i> spp.), perca-do-nilo (<i>Lates niloticus</i>) e peixes cabeÃ§a-de-serpente (<i>Channa</i> spp.)",,,,,,
"0305.49","-- Outros",,,,,,
"0305.49.10","Bacalhau-do-atlÃ¢ntico (<i>Gadus morhua</i>), bacalhau-da-groelÃ¢ndia (<i>Gadus ogac</i>) e bacalhau-do-pacÃ­fico (<i>Gadus macrocephalus</i>)",,,,,,
"0305.49.20","Saithe (<i>Pollachius virens</i>), ling (<i>Molva molva</i>) e zarbo (<i>Brosme brosme</i>)",,,,,,
"0305.49.90","Outros",,,,,,
"0305.5","- Peixes secos, exceto subprodutos comestÃ­veis de peixes, mesmo salgados, mas nÃ£o defumados (fumados):",,,,,,
"0305.51.00","-- Bacalhau-do-atlÃ¢ntico (<i>Gadus morhua</i>), bacalhau-da-groelÃ¢ndia (<i>Gadus ogac</i>) e bacalhau-do-pacÃ­fico (<i>Gadus macrocephalus</i>)",,,,,,
"0305.52.00","-- TilÃ¡pias (<i>Oreochromis</i> spp.), bagres (peixes-gato*) (<i>Pangasius</i> spp.<i>, Silurus</i> spp.<i>, Clarias</i> spp.<i>, Ictalurus</i> spp.), carpas (<i>Cyprinus</i> spp.<i>, Carassius</i> spp.<i>, Ctenopharyngodon idellus, Hypophthalmichthys</i> spp.<i>, Cirrhinus</i> spp.<i>, Mylopharyngodon piceus, Catla catla, Labeo</i> spp.<i>, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama</i> spp.), enguias (<i>Anguilla</i> spp.), perca-do-nilo (<i>Lates niloticus</i>) e peixes cabeÃ§a-de-serpente (<i>Channa</i> spp.)",,,,,,
